,age_zscore,priors_count_zscore,juv_fel_count_zscore,juv_misd_count_zscore,c_charge_degree_F,c_charge_degree_M,offense_type_drug,offense_type_fraud,offense_type_no_charge,offense_type_obstruction_of_justice,offense_type_property,offense_type_public_order,offense_type_violent,offense_type_weapons
2410,0.1467247430556257,-0.9361195275330186,-0.005488791472962789,0.0001986555747299077,-0.023247389517439092,-0.034131301673485576,0.035510990169807286,-0.019719626989326607,-0.008984915398417625,-0.021132795942455082,-0.021088489588616234,0.025371567522075887,-0.023407415782402508,-0.0061862085780473655
1067,0.0302848331492833,2.311835218034238,0.00646584824372324,-0.28458391936179156,0.021449540262968074,0.026409732097748908,0.18267149968844767,-0.036156732547704094,-0.004788878746488818,0.0004326853633266752,-0.03339542590171392,-0.0097716496019166,0.06913051892465596,-0.001779335867234024
5806,-0.46632115303922966,0.05616716069347507,-0.004997831618138387,0.002626651213199188,0.008160798964368929,0.016387238263947137,0.06884079383002357,0.24495192893143589,-0.011251123070843434,-0.020138472729936206,-0.023540090955409605,0.026012072774654754,0.0091148287451825,-0.0015292904644700588
2403,0.2461471820865453,0.6065319862973393,-0.005010110274191144,0.0022353691734367156,-0.03576127988928433,-0.06103379789205059,0.07430519589986918,-0.021932845271078544,-0.007528555454775887,-0.025222010801282314,-0.03259306307800627,0.03468781504322055,-0.024333272284270634,-0.001912143565413697
3871,-0.6359243936023137,-0.7732294237808699,0.0021179724037356552,-0.0019146142444156095,-0.01802771080869086,-0.0316479443502684,0.035179688999596226,-0.03999319871522363,0.0012310153219495723,-0.02117502181819616,-0.030621813959590856,-0.11686134876678404,-0.0005617684450420854,-0.004569575187080804
1869,0.3549141926309565,0.4952767437796501,-0.0054965628077201355,0.08596344916954925,-0.03576127988928433,-0.06103379789205059,0.07573559347710256,-0.016263227682842607,-0.007528555454775887,-0.022345023419294646,-0.03259306307800627,0.03468781504322055,-0.024333272284270634,-0.0028082396094091743
2130,-0.4443709838940927,-0.7741719001960249,-0.005069035115536533,0.0009505792319679082,-0.017104528818595813,-0.023485881356017813,0.037991123798940256,-0.04353972576191192,-0.013642199772014755,-0.021381042114104562,-0.028210250787380698,0.02702369894252092,-0.023407415782402508,-0.004569575187080804
3410,0.8992431442460931,-0.798623360203086,-0.005733763684768135,-0.012863970162188345,-0.030563697728795122,-0.053597502597392675,0.035022942218095605,-0.019719626989326607,-0.008984915398417625,-0.019894653423446273,-0.012015180830771093,-0.10652717671968388,0.0009004737346574902,-0.004654161716066954
6453,-0.48738436228982945,0.3769049188142941,-0.004995230772883273,0.0030119713694789557,0.008962289715484649,0.017835398081071225,0.0791156668763365,0.18139672880114324,-0.008683555001330287,-0.0190018727726721,-0.029019497540316876,0.026012072774654754,0.00923556382749942,-0.0015292904644700588
5593,0.32710520984505637,1.462194819192974,-0.004691712606048576,0.015940459486330563,0.01535387472029099,0.037957074700243607,0.06452358073571333,0.10484938776655991,-0.004528198099332358,-0.015143878483530167,-0.037522232344356324,0.02296113587029363,0.01974928329450976,-0.001912143565413697
356,-0.9815262479749909,0.41074623506575125,0.0021138676020404775,-0.0009669893917698299,-0.018004999613057394,-0.033134288160620855,0.05969572376843535,-0.03056443968779061,0.0019097493992786085,-0.022360436348735534,-0.03576426927014901,-0.15525372918158184,-0.00029825638938245445,-0.001527659428193525
2003,-0.034071115690305034,0.4718631595609304,-0.005014271105945324,0.08605241069144012,-0.023670629715508925,-0.043933428802869115,0.072678310973972,-0.018968191942261993,-0.0075504748040318625,-0.025222010801282314,-0.035329446597628406,0.03468781504322055,-0.024333272284270634,-0.001779335867234024
4630,-0.7534310842992235,-0.4473686840843347,0.007583285612904943,0.00115868419848619,0.004166429520190687,-0.0029264842939725334,0.06409647744415137,-0.03360003182441774,0.003933730738334467,-0.01576037410880344,0.15968482051640775,0.022421962916075566,-0.0005103603568899437,-0.0015292904644700588
2349,-0.4930975426844136,-0.36177172076351743,-0.005069954492346523,0.00109829492164522,-0.017102931427347937,-0.02239745390508597,0.07083363313719561,-0.044692092516754135,-0.01093869446353989,-0.023774874654295862,-0.031286867031594764,0.0327498366050864,-0.02359325292491723,-0.0015292904644700588
2086,-0.4723064177792207,-0.3571751339855181,-0.005069435698655533,0.0011056560393864743,-0.017578511048894678,-0.022848469472773608,0.05644202589571908,-0.044692092516754135,-0.009276610193263318,-0.023729869548208243,-0.02835033320836731,0.03194584856926461,-0.02359325292491723,-0.0015292904644700588
3852,-0.5621730153898908,-0.7710670575272065,0.0021179724037356552,-0.0019146142444156095,-0.01802771080869086,-0.0316479443502684,0.035179688999596226,-0.03999319871522363,0.0012310153219495723,-0.01658800565772482,-0.030621813959590856,-0.11686134876678404,-0.0005617684450420854,-0.004569575187080804
4700,-0.7535497259860311,0.48171109600935885,0.007585886458160059,0.0019535140283209107,0.00537160202481128,-0.001097161866280737,0.08010533511932587,-0.02301890604214251,0.004835357289983999,-0.01462377415153934,0.19629903525914172,0.02617976648172962,-0.00029825638938245445,-0.0015292904644700588
1645,-0.7027006733972826,0.06624586286895491,-0.0057310400965458665,0.0014783608601617252,-0.010709805206086954,-0.011544331543117108,0.07769120034031944,-0.04114576455038187,0.001259801794519384,-0.02348250153749367,-0.03184953971746658,0.03650764017074046,-0.0003347476737760259,-0.0015292904644700588
2149,-0.05168300843433537,0.6997425929225634,-0.005010110274191144,0.0017234882628797518,-0.023670629715508925,-0.043933428802869115,0.07124791339673864,-0.02442295837792225,-0.0075504748040318625,-0.022812634154984184,-0.03532858843900646,0.0346982121261154,-0.03884014844781629,-0.001912143565413697
63,-0.4411852490606294,1.0707296611388595,-0.0008480917241170631,0.003226972150877332,0.00537160202481128,0.01774668900595616,0.07687942450443612,-0.036550135628821354,-0.00951224672587521,-0.011801153012692446,-0.04690994701405641,0.026190163564624468,-0.0627736300814496,-0.0015292904644700588
305,-0.4601560610239185,-0.7675850001896293,-0.0008502919862531787,0.000916056163795713,0.004571708664943443,0.006744583381373849,0.030536958483719723,-0.04597889465625437,-0.012108601267958166,-0.01623922059085887,-0.02922372183531139,0.017499813289331888,-0.02031064026297666,-0.004569575187080804
3831,-0.008580917170664854,1.0763750660473212,-0.005450547024609419,-0.000729016191782721,0.015275572418378632,0.03446126087193088,0.053637428046401585,-0.024765239571542513,-0.005188184575430352,-0.018597136799388674,-0.044910055348535156,-0.11348615810790022,0.01974928329450976,-0.001912143565413697
4815,0.38893684719687605,0.22170758168802523,-0.005332914309894145,0.0008530750675828436,0.01101924237307338,0.008990720144422442,0.055972764318041296,-0.014517559594450032,-0.006161068618346535,-0.019610737406153697,0.14778143896033602,0.02435994135420972,0.0091148287451825,-0.003145923855436619
4424,-0.5571192079578513,0.0203072644761433,-0.004918201120127915,0.001604998724820845,0.008160798964368929,0.003736952632608197,0.06884079383002357,-0.03714675795142206,-0.010687805408739552,-0.01923299191798404,0.17298859056361252,0.026012072774654754,0.0091148287451825,-0.0015292904644700588
6219,0.8555624781061808,0.1255468371991839,-0.005253104052730251,-0.006583983198702147,0.01101924237307338,0.018372057623681225,0.07230966690761964,0.09784159753509697,-0.006593838697246303,-0.01923672798429089,-0.018556827486873987,0.027683028442992884,0.0010432507080002035,-0.0029219776587326115
5463,-1.02243191852509,0.356484173014111,0.007737428850440743,0.006688813781302757,0.00537160202481128,0.0024834757891458886,0.08010533511932587,-0.03300360858213307,-0.13762815686328772,-0.013527295099534467,-0.03274790960750465,0.02617976648172962,-0.00029825638938245445,-0.0015292904644700588
2045,0.24411501795707366,-0.3625285940355395,-0.005499163652975252,0.0003537323821484733,-0.023245792126191215,-0.033912463237717135,0.05908118258876723,-0.019951577551468522,-0.009048883102990136,-0.023481623376558756,-0.02122818004882701,0.030293717148819566,-0.02359325292491723,-0.002941047307588847
2295,0.03660552925442638,-0.9042888093396447,-0.005012310536327259,0.0006061826623473262,-0.023247389517439092,-0.03454987512096134,0.03472517745957644,-0.028256989889142207,-0.009057977185214743,-0.024009783324442736,-0.021088489588616234,0.025371567522075887,-0.023407415782402508,-0.004952428288024443
2643,-0.7354159213047237,-0.8099016650402355,-0.0057533221207621554,0.000916056163795713,-0.010711402597334836,-0.012181743426361313,0.03989955073727508,-0.03999319871522363,0.0012310153219495723,-0.02113367410338999,-0.034190059724286855,0.027827686978342724,0.00015490465972130277,-0.004569575187080804
4867,0.4139259570206324,0.6841962135963021,-0.005345328229192517,0.0019176750976987152,0.01535387472029099,0.028503381587870972,0.06452358073571333,-0.012157000232262691,-0.004733495147274607,-0.018474137448889594,0.1653363495133679,0.02435994135420972,0.00923556382749942,-0.002941047307588847
6236,-0.5669928645610606,0.25256947646715533,0.0075142058435752794,0.0019866302867837292,0.00537160202481128,0.011553123765058201,0.07082482733147887,0.21296554432828405,0.0042720396278801195,-0.015556067909791695,-0.027097017792635857,0.02617976648172962,0.008203305321024134,-0.0015292904644700588
4717,-0.45721748777567667,0.6287956970174141,-0.004915600274872799,0.08630193696539692,0.008962289715484649,0.011365746178077549,0.078822007824929,-0.021110666653170535,-0.008120237339226408,-0.015687015314421807,0.2045206961811443,0.0260224698575496,0.012433218971892418,-0.0013964827662903856
3072,0.5638925108938272,0.566300048752696,0.11114104534548858,0.16153815808977512,0.01535387472029099,0.017516047557256848,0.07056261189175958,-0.01082901064550809,-0.004660433360477489,-0.017544498784954593,0.11361179245333644,0.02203515980923698,0.008450727183634796,-0.003013116157256946
4054,-0.778743962671103,-0.7979863923018068,0.0025626105771305928,0.002751250856820086,0.0206698513816446,0.006570568809010615,0.039492977785189114,-0.03999319871522363,0.0028959777089216567,0.3668867009669802,-0.030642050228986546,0.027827686978342724,-0.00040807762599606625,-0.004569575187080804
193,-0.038037243060507146,0.5914686337542979,-0.00504525172172386,0.001732140435011801,0.01116638124547122,0.023528104600246773,0.0613722382994057,-0.024765239571542513,-0.005188184575430352,-0.02221525792802325,-0.03393135447334896,0.02435994135420972,-0.024333272284270634,-0.001912143565413697
2081,0.9145008476969544,-0.8216523279121192,-0.005324307550128397,-0.010153516430738469,-0.023247389517439092,-0.034131301673485576,0.038824045260429,-0.019719626989326607,-0.008984915398417625,-0.019853305708640103,-0.012015180830771093,0.02600705700203336,-0.0028703790978691314,-0.004654161716066954
1601,0.37383171023435635,-0.36511464454745446,-0.0053247081332473975,-0.006383497848103341,-0.023245792126191215,-0.03349388979024137,0.060983901377759976,-0.019951577551468522,-0.008975821316193016,-0.022513665462647922,-0.01964370180936443,0.030293717148819566,-0.02359325292491723,-0.003145923855436619
4011,-0.018627467583802806,-0.8870735818463535,-0.005421766670966999,-0.002104271069102549,-0.030563697728795122,-0.05401607604486844,0.030924074417243083,-0.03354908411284977,-0.009057977185214743,-0.024051131039248906,-0.021088489588616234,-0.10292004198859736,0.008972051771839788,-0.004952428288024443
6013,0.8750726782983338,-0.3418806357643145,-0.005253104052730251,-0.009920636600160852,0.01101924237307338,0.018372057623681225,0.06736052664283064,0.09784080121383286,-0.0066135310875915084,-0.01923672798429089,-0.01036295601798896,0.02060133293976621,0.0009518818228096323,-0.0029219776587326115
1229,0.4546099687756236,1.4165225425421055,-0.0033279410998832202,0.014128239160451254,0.014802791653241165,0.04031691292761336,-0.3968659134511739,-0.0176256192988229,-0.0034954804699611802,-0.012222818038929642,-0.04217367182891301,0.009620291222128185,0.02128366841633163,-0.003145923855436619
6444,0.315354566792935,1.9240233440078125,0.0036490702107662603,0.015821649308037467,0.015024246150525413,0.03616857353385818,-0.025146339127830097,0.10484938776655991,-0.0046548572075299855,-0.0077786962489943805,-0.03655580898846719,0.019153752622558272,0.029102074763783653,-0.001912143565413697
5859,-0.400291843058921,-0.35391755549429466,-0.004997831618138387,0.002217141539644235,0.008160798964368929,0.016387238263947137,0.0638916535652346,0.2449511326101718,-0.011270815461188638,-0.020138472729936206,-0.017991129823363632,0.022421962916075566,0.009023459859991931,-0.0015292904644700588
2260,-0.05188545128893523,0.4092958170976547,-0.005012626286350925,0.000743604205096276,-0.023670629715508925,-0.03292897089489546,0.06139116616050807,-0.02986399996195164,-0.0075504748040318625,-0.025222010801282314,-0.03552120137750264,0.03468781504322055,-0.024333272284270634,-0.001912143565413697
3556,-0.8079141231941684,-0.3902570471302638,0.0020948892132813673,-0.0017618192216045515,-0.018026113417442983,-0.031010532467024204,0.06443777342733453,-0.04114556547006585,0.0012401094041741799,-0.02352384925229984,-0.03128309098985988,-0.13947409958901238,-0.0005103603568899437,-0.0015292904644700588
2240,-0.4354042508934082,-0.7711333648952484,-0.005069035115536533,0.0009505792319679082,-0.017104528818595813,-0.023485881356017813,0.037991123798940256,-0.04353972576191192,-0.013642199772014755,-0.021381042114104562,-0.028275514613540935,0.027827686978342724,-0.023407415782402508,-0.004569575187080804
5891,-0.17848743292457278,0.11377715841274987,-0.004945267870683296,0.002449302338006442,0.010364890494355503,0.016421100324909805,0.05333360762499315,0.18368057294820775,-0.006688819833299399,-0.02339320560009353,-0.02380011644310916,0.026012072774654754,0.0091148287451825,-0.001912143565413697
3469,-0.5546450107583594,0.013222709446997926,-0.005478891833295271,-0.001315504695269896,-0.024419239638703977,-0.04231467039668071,0.06585443614403703,-0.04469229159707016,-0.013613413299444944,-0.023771217263014413,-0.03396416620579767,-0.15430187425077346,0.0091148287451825,-0.0015292904644700588
2241,-0.42295382422794325,-0.7568307107425658,-0.005730639513426868,0.000916056163795713,-0.010711402597334836,-0.012181743426361313,0.037991123798940256,-0.04353972576191192,-0.014470891496559678,-0.02107957576453765,-0.030621813959590856,0.027827686978342724,-0.02031064026297666,-0.004569575187080804
5183,-0.5719290184141478,0.4644123757112374,-0.005097815469178953,0.0019004858692211954,0.008962289715484649,0.0202976500203178,0.07687942450443612,-0.036550135628821354,-0.008683555001330287,-0.01896052505786593,-0.03804548066642546,0.026012072774654754,-0.024333272284270634,-0.0015292904644700588
538,-0.5250850022298482,-0.43742124222583306,-0.006026223389773528,0.0008808778693971402,0.01921684526640255,0.029816031987416673,-0.3218095216108419,-0.04713126141109659,-0.011270815461188638,-0.020138472729936206,-0.026952241084087846,0.01482003484720777,0.007718297833262516,-0.0015292904644700588
57,0.16871392452053371,-0.951557212916301,-0.005529743685634787,0.0001986555747299077,0.011020839764321262,0.018280625209201116,0.026155433180802042,-0.02006190818294687,-0.006695686956613233,-0.02011686928076127,-0.01969039746433677,0.015043693833065063,-0.023407415782402508,-0.005981332030199593
1761,-0.11129254846609357,-0.8325181996930481,-0.005012310536327259,0.0007822337977585138,-0.021358063670436772,-0.029237621875022286,0.03407214036736048,-0.03385171740535525,-0.009079896534470718,-0.024009783324442736,-0.021516086122849512,0.025371567522075887,-0.023407415782402508,-0.004952428288024443
91,-0.020533948319767476,-0.9298235636921908,-0.005043291152105795,0.0006061826623473262,0.011020839764321262,0.018280625209201116,0.026155433180802042,-0.03389136530647004,-0.006695686956613233,-0.022993856662748932,-0.01969039746433677,0.015043693833065063,-0.023407415782402508,-0.004952428288024443
1868,0.1746922109985859,0.6534595837404497,-0.005010110274191144,0.001732140435011801,-0.03576127988928433,-0.043933428802869115,0.07388707008978677,-0.02319990889271646,-0.007528555454775887,-0.025222010801282314,-0.035329446597628406,0.03468781504322055,-0.024333272284270634,-0.001912143565413697
3511,0.4038902615251312,0.46395721226171494,-0.005889359358211989,-0.002550427749382208,-0.043077588100640364,-0.08008142536848188,0.05452055904308439,-0.018836523955292332,-0.007455493667978769,-0.022386371134100816,-0.03278481785788051,-0.1449241255783558,0.00923556382749942,-0.003145923855436619
95,-0.559351094138473,0.041117573402186414,-0.005100416314434067,0.0015151657129414272,0.008243008824599128,0.012668856474848446,0.05282142188173365,-0.04713146049141261,-0.006894627574316605,-0.020097125015130037,-0.032566074081518195,0.026012072774654754,-0.023897068115899835,-0.0015292904644700588
5632,-0.38755194931607356,-0.3520013087390215,-0.004997831618138387,0.002217141539644235,0.008160798964368929,0.016387238263947137,0.0638916535652346,0.2449511326101718,-0.011270815461188638,-0.020138472729936206,-0.01792625795797923,0.02161797488025377,0.009023459859991931,-0.0015292904644700588
1048,0.26488964136992155,0.7333042389655227,-0.005966897965309144,0.0020172499992910185,0.02769374980633154,0.05754961969882379,-0.3186735387659699,-0.023542190086336724,-0.005166265226174375,-0.019847228996531296,-0.03119411279510486,0.014836877036674478,0.011128056945163006,-0.001912143565413697
5739,0.1879200369597979,0.47097615462115094,-0.004905880758301064,0.0016790385699428493,-0.03576127988928433,-0.06196283014220162,0.06454250859681572,0.14512896569978234,-0.007528555454775887,-0.025263358516088484,-0.02813337837332383,0.03468781504322055,0.00923556382749942,-0.001912143565413697
3239,0.734018655611564,-0.9140216046010015,-0.005173072971600779,-0.010141386628579723,0.011020839764321262,0.009276365733847025,0.0317483448860933,-0.014285409951992092,-0.006421841647461453,-0.018284778269704444,0.11225520839494077,0.015043693833065063,0.008972051771839788,-0.0061862085780473655
6295,-0.9628622050730721,1.6000385995575712,-0.31328217270138187,0.005739225774866965,0.008281895660288946,-0.0183649077731773,-0.01029427611439251,0.19754215257229082,-0.005071197287424336,0.014021650493386129,-0.0369175405320587,0.020226231974373676,-0.03589437021765836,-0.0015292904644700588
998,0.4346865239183544,0.1484385858845683,-0.006455951344093248,0.0005384638857140917,0.023359117459113926,0.03506979949923091,-0.28368426327712354,-0.02029405782540481,-0.0066669004840434224,-0.02051621821810587,-0.02802395939343257,0.01482647995377963,0.00780966671845309,-0.002941047307588847
4775,0.1522638356918784,-1.0092852153027925,-0.005332513726775147,0.00028848858660932583,0.011020839764321262,0.009348721366960865,0.026667618924061543,-0.014285409951992092,-0.006421841647461453,-0.019252736183615275,0.10693205783160493,0.015043693833065063,0.008972051771839788,-0.0061862085780473655
1895,-0.49432673888345496,-0.36032164474590106,-0.005069435698655533,0.0011056560393864743,-0.017102931427347937,-0.022848469472773608,0.07083363313719561,-0.044692092516754135,-0.013633105689790146,-0.023729869548208243,-0.028415205073751712,0.0327498366050864,-0.02359325292491723,-0.0015292904644700588
1798,-0.4284021396373744,-0.7668105258558723,-0.005069553909227524,0.000945499898834161,-0.017104528818595813,-0.023034865788330174,0.037991123798940256,-0.04353972576191192,-0.010947788545764498,-0.02142604722019218,-0.03114717657138398,0.027827686978342724,-0.023407415782402508,-0.004569575187080804
1976,0.21481963346462962,0.8246392419070593,-0.0054965628077201355,0.0873267403039851,-0.03576127988928433,-0.07963656777940817,0.07531746766702016,-0.016263227682842607,-0.007528555454775887,-0.020729762343104398,-0.04357176395319247,0.0346982121261154,-0.06587040560087545,-0.0028082396094091743
4230,-0.5034751468605979,-0.37155747213655727,-0.005100935108125058,0.00109829492164522,0.008160798964368929,0.012061720133730467,0.06337946782197507,-0.04713126141109659,-0.00857640423493838,-0.018025826303606416,-0.029888774907315292,0.022421962916075566,-0.02359325292491723,-0.0015292904644700588
3328,0.3610181128319118,0.589864069335119,-0.005409943962649503,0.0019056451089783494,0.01535387472029099,0.027508862896631004,0.06624763736435425,0.08367648215765668,-0.005093203439377256,-0.01937961826084176,-0.026543531469170115,0.02435994135420972,0.00923556382749942,-0.003145923855436619
5494,-0.4300513302939514,1.6022911379982285,-0.000506389875882464,0.04896857538408885,0.008714871005949268,0.022227530643031068,-0.02635509824364488,0.13948405907280592,-0.00549648757964232,0.01507205715087079,-0.0390321670203898,0.020805884043003306,0.029102074763783653,-0.0013964827662903856
3301,0.734018655611564,-0.9140216046010015,-0.005173072971600779,-0.010141386628579723,0.011020839764321262,0.009276365733847025,0.0317483448860933,-0.014285409951992092,-0.006421841647461453,-0.018284778269704444,0.11225520839494077,0.015043693833065063,0.008972051771839788,-0.0061862085780473655
4056,-0.4647977966395734,-0.4195209496951359,-0.004918201120127915,0.0011954890512658922,0.008160798964368929,0.003736952632608197,0.0638916535652346,-0.03714655887110604,-0.01093948435562986,-0.01923299191798404,0.1452682620163073,0.022421962916075566,0.009023459859991931,-0.0015292904644700588
3317,0.08936182145417428,-0.965210504549085,-0.005412144224785619,0.0002764585978889602,0.011020839764321262,0.01873005884621965,0.02806805053271652,0.09680594485966124,-0.006622625169816115,-0.02015821699556744,-0.015038957979780082,0.015043693833065063,0.008972051771839788,-0.0061862085780473655
4339,-0.5398780393638056,1.372917970711531,-0.0020499603131882414,0.0012054837132696571,0.013071480888392061,0.01712143399728759,0.06872753923962197,-0.03428550306551394,-0.005964979930077157,-0.008573012015057635,-0.04969562303786135,-0.09749243879820148,0.029102074763783653,-0.0015292904644700588
2951,0.8573244651966558,-0.8923810104338651,-0.005173072971600779,-0.009119555886691924,0.011020839764321262,0.009276365733847025,0.0317483448860933,-0.014285409951992092,-0.006421841647461453,-0.018193663541921114,0.07794664775383227,0.01567918331302253,0.0009004737346574902,-0.004654161716066954
2322,-0.8367635212005252,0.4263506791969101,-0.005790784533387255,0.001863681016441493,-0.010688691401701355,-0.03900819292561134,0.0705428197217284,-0.04580367274476502,0.0019097493992786085,-0.022319088633929365,-0.03576426927014901,0.03650764017074046,-0.0007709518421468271,-0.001527659428193525
5771,0.32963289376313726,0.9111499798685754,-0.005024927712642673,0.0016898838828227484,0.01535387472029099,0.03743528543011123,0.06452358073571333,-0.01793349846321747,-0.005093203439377256,-0.017764357184651507,-0.04217367182891301,0.024370338437104566,0.01974928329450976,0.19225155321881301
2333,-0.11129254846609357,-0.8325181996930481,-0.005012310536327259,0.0007822337977585138,-0.021358063670436772,-0.029237621875022286,0.03407214036736048,-0.03385171740535525,-0.009079896534470718,-0.024009783324442736,-0.021516086122849512,0.025371567522075887,-0.023407415782402508,-0.004952428288024443
2868,-0.5200474956224834,0.45285808437431097,-0.004915600274872799,0.0019903188811006126,0.008962289715484649,0.005185112449732288,0.0791156668763365,-0.026565433088830796,-0.008120237339226408,-0.018096391960719934,0.2048518766754833,0.02617976648172962,0.00923556382749942,-0.0015292904644700588
1353,-0.16867820060128777,0.025131095511969834,-0.004506104762183275,0.001113038667759347,-0.06171632198104195,-0.06839359309076021,-0.37299856494694206,-0.035004283240513495,-0.009051110061900907,-0.026399958473352594,-0.02984964805194531,0.018010675463865512,0.00780966671845309,-0.001912143565413697
1767,-0.051678847602581186,0.6997425929225634,-0.005014271105945324,0.0017234882628797518,-0.023670629715508925,-0.043933428802869115,0.07124791339673864,-0.02442295837792225,-0.0075504748040318625,-0.022812634154984184,-0.03532858843900646,0.0346982121261154,-0.03884014844781629,-0.001912143565413697
2148,-0.22248992728321973,-0.7394392520814846,-0.00501647136808144,0.0009505792319679082,-0.017580108440142555,-0.023485881356017813,0.03407214036736048,-0.034523087477993625,-0.009100964551297051,-0.02355218081179499,-0.020900149740789208,0.02702369894252092,-0.023407415782402508,-0.004569575187080804
4146,-0.020533948319767476,-0.9298235636921908,-0.005043291152105795,0.0006061826623473262,0.011020839764321262,0.018280625209201116,0.026155433180802042,-0.03389136530647004,-0.006695686956613233,-0.022993856662748932,-0.01969039746433677,0.015043693833065063,-0.023407415782402508,-0.004952428288024443
1824,0.14228195555425333,-0.9304773970415997,-0.005483748305302763,0.0001986555747299077,-0.023247389517439092,-0.03454987512096134,0.03472517745957644,-0.019719626989326607,-0.008984915398417625,-0.021132795942455082,-0.021088489588616234,0.025371567522075887,-0.023407415782402508,-0.0061862085780473655
6622,0.03650403760743748,0.5674570333700484,-0.0049832262438791915,0.003567335128036172,0.003551991977452692,0.010396050842742944,0.06360848067130612,-0.024765239571542513,-0.00400613586951759,0.4010963930095989,-0.031336932062045256,0.02435994135420972,0.009389254646545437,-0.001912143565413697
2342,0.16428713215456986,0.4886780249221634,-0.005008465454596744,0.0014861732846982716,-0.03576127988928433,-0.04729905083353697,0.06403032285355623,-0.02864095047674585,-0.007528555454775887,-0.025222010801282314,-0.03552120137750264,0.03468781504322055,-0.024333272284270634,-0.001912143565413697
170,0.7336250692453385,-0.8798986225891113,-0.005355288165906931,-0.010231219640459144,0.011020839764321262,0.018208269576087274,0.0312361591428338,-0.02006190818294687,-0.006622625169816115,-0.01914891136685044,-0.020466007875535704,0.015043693833065063,-0.023407415782402508,-0.0061862085780473655
5415,0.49293337806949933,0.5135687961936594,0.1110544243642019,-0.02330304626134178,0.01535387472029099,0.026969740669629472,0.05885734126821326,0.09090172688852144,-0.005093203439377256,-0.01844997959690675,-0.02515080800958178,0.02203515980923698,0.008450727183634796,-0.003145923855436619
298,-0.48448756557776695,0.6913696112428814,-0.005097815469178953,0.0018918336970891463,0.008962289715484649,0.0202976500203178,0.07687942450443612,-0.036550135628821354,-0.008683555001330287,-0.0165511484115678,-0.03804501446857935,0.0260224698575496,-0.03884014844781629,-0.0015292904644700588
3732,-0.8863656398063644,1.801775958728622,0.011494704027329796,0.001057229799938112,0.011987405079691482,0.01439116705172432,-0.017876519803053256,-0.03617925139786916,-0.005071197287424336,0.016618012475557924,-0.04437845466516663,-0.09749243879820148,0.013828600817188981,-0.001527659428193525
