age,priors_count.1,juv_fel_count,juv_misd_count,c_charge_degree,offense_type,is_recid,id
56,30.0,0,0,M,violent crime,1,2643
55.0,5,0,4.0,F,property crime,0,4867
66.0,5,0,4.0,F,property crime,0,4867
67.0,5,0,0,F,arrested but not charged,0,4867
51,12.0,0,0,F,drug crime,1,6236
51,31.0,0,5.0,F,drug crime,1,6236
51,23.0,0,0,F,obstruction of justice,1,6236
65.0,6,0,1,F,drug crime,0,4717
66.0,6,0,10.0,F,property crime,0,4717
39,6,0,9.0,F,arrested but not charged,0,4717
55.0,4,1,4.0,F,property crime,0,3072
65.0,4,1,1,F,fraud and financial crime,0,3072
68.0,4,1,1,F,drug crime,0,3072
24.0,0,18.0,0,M,obstruction of justice,1,4054
57,8.0,0,0,M,violent crime,1,4054
57,33.0,0,0,M,violent crime,1,4054
51.0,5,0,0,F,violent crime,0,193
33,5,0,0,M,arrested but not charged,0,193
60.0,0.0,0,0,F,violent crime,0,193
20.0,0,0,7.0,M,violent crime,1,2081
21,21.0,0,0,M,property crime,1,2081
21,28.0,0,3.0,M,violent crime,1,2081
23,17.0,0,0,M,property crime,1,1601
23,24.0,0,2.0,M,violent crime,1,1601
23,5.0,0,0,M,property crime,1,1601
29,15.0,0,1.0,M,public order crime,1,4011
29,16.0,0,12.0,M,public order crime,1,4011
29,0,6.0,6.0,M,public order crime,1,4011
77.0,1,0,0,M,drug crime,0,6013
21,0.0,0,0,M,drug crime,0,6013
72.0,1,16.0,0,F,drug crime,0,6013
72.0,28.0,0,0,F,arrested but not charged,0,1229
26,1.0,0,0,F,arrested but not charged,0,1229
39.0,15,0,11.0,F,arrested but not charged,0,1229
76.0,16,0,0,F,drug crime,0,6444
72.0,16,0,0,F,drug crime,0,6444
49.0,16,0,0,F,obstruction of justice,0,6444
42,1,19.0,0,F,drug crime,1,5859
42,25.0,15.0,0,F,drug crime,1,5859
47.0,34.0,0,0,F,drug crime,1,5859
68.0,3,0,0,M,violent crime,0,2260
39.0,3,0,11.0,M,violent crime,0,2260
57.0,3,0,11.0,M,violent crime,0,2260
56,34.0,0,0,M,property crime,1,3556
81.0,1,0,0,M,property crime,1,3556
56,32.0,0,0,F,public order crime,1,3556
19.0,0,0,0,M,violent crime,1,2240
42,14.0,0,0,M,violent crime,1,2240
42,21.0,0,0,M,violent crime,1,2240
51.0,2,0,0,F,drug crime,0,5891
50.0,2,7.0,0,F,drug crime,0,5891
34,0.0,0,0,F,weapons-related crime,0,5891
24.0,2,0,0,M,property crime,1,3469
39,33.0,0,0,M,public order crime,1,3469
39,2,17.0,0,M,property crime,1,3469
50,38.0,6.0,0,M,violent crime,1,2241
50,15.0,0,0,M,violent crime,1,2241
50,16.0,0,0,M,violent crime,1,2241
95.0,5,0,0,M,violent crime,1,5183
92.0,5,11.0,0,F,violent crime,1,5183
40,5,15.0,0,F,obstruction of justice,1,5183
39,5.0,5.0,0,F,arrested but not charged,1,538
83.0,1,0,0,F,obstruction of justice,1,538
39,8.0,0,0,F,weapons-related crime,1,538
27,0,18.0,0,F,violent crime,1,57
27,5.0,5.0,0,F,violent crime,1,57
27,35.0,11.0,0,F,violent crime,1,57
32,19.0,9.0,0,M,violent crime,1,1761
32,7.0,0,0,M,violent crime,1,1761
32,15.0,12.0,0,M,violent crime,1,1761
29,15.0,0,0,F,violent crime,1,91
20.0,0,0,7.0,F,violent crime,1,91
29,14.0,14.0,0,F,violent crime,1,91
31,5,0,9.0,M,obstruction of justice,0,1868
66.0,5,0,4.0,M,violent crime,0,1868
66.0,5,0,10.0,M,violent crime,0,1868
52.0,3,2.0,0,M,public order crime,0,3511
66.0,3,0,0,M,public order crime,0,3511
50.0,3,0,4.0,M,public order crime,0,3511
38,35.0,0,0,F,drug crime,1,95
38,2,1.0,0,F,drug crime,1,95
22.0,2,16.0,0,F,violent crime,1,95
39,1,19.0,0,F,drug crime,1,5632
88.0,1,1.0,0,F,drug crime,1,5632
39,28.0,8.0,0,F,drug crime,1,5632
34.0,6,0,0,F,arrested but not charged,0,1048
70.0,6,14.0,0,F,arrested but not charged,0,1048
69.0,6,0,0,M,arrested but not charged,0,1048
55.0,3,0,4.0,M,drug crime,0,5739
30.0,3,0,0,M,arrested but not charged,0,5739
75.0,3,0,2.0,M,drug crime,0,5739
22,38.0,6.0,0,F,property crime,1,3239
22,33.0,0,0,F,obstruction of justice,1,3239
22,13.0,0,11.0,F,property crime,1,3239
51,19,1,5.0,F,violent crime,0,6295
51,19,1,7.0,F,public order crime,0,6295
51,13.0,1,3.0,F,drug crime,0,6295
59.0,2,18.0,0,F,arrested but not charged,0,998
27,0.0,0,0,M,arrested but not charged,0,998
72.0,2,16.0,0,F,arrested but not charged,0,998
26,24.0,0,0,F,property crime,1,4775
26,0,14.0,1.0,F,property crime,1,4775
26,38.0,0,0,M,property crime,1,4775
42,1,9.0,2.0,M,violent crime,1,1895
42,16.0,0,0,M,drug crime,1,1895
81.0,1,0,0,M,property crime,1,1895
19.0,0,0,0,M,violent crime,1,1798
44,14.0,0,0,M,violent crime,1,1798
44,21.0,0,0,M,violent crime,1,1798
77.0,7,0,1,M,weapons-related crime,0,1976
27,1.0,0,1,M,violent crime,0,1976
60.0,0.0,0,1,M,violent crime,0,1976
45,1,20.0,2.0,F,violent crime,1,4230
45,21.0,0,0,F,drug crime,1,4230
45,5.0,7.0,0,F,violent crime,1,4230
75.0,4,0,0,F,drug crime,0,3328
26,0.0,0,0,M,drug crime,0,3328
55.0,4,0,0,F,weapons-related crime,0,3328
38,16,0,12.0,F,violent crime,0,5494
77.0,16,0,9.0,F,drug crime,0,5494
71.0,16,2.0,1,F,drug crime,0,5494
22,38.0,6.0,0,F,property crime,1,3301
22,33.0,0,0,F,obstruction of justice,1,3301
22,13.0,0,11.0,F,property crime,1,3301
84.0,1,0,0,M,property crime,1,4056
42,6.0,0,3.0,F,property crime,1,4056
42,1,18.0,0,F,drug crime,1,4056
25,0,18.0,0,M,drug crime,1,3317
25,24.0,0,0,F,drug crime,1,3317
25,30.0,0,13.0,F,drug crime,1,3317
77.0,13,0,0,F,weapons-related crime,0,4339
45,2.0,0,4.0,F,public order crime,0,4339
45,2.0,0,2.0,F,public order crime,0,4339
59.0,0,0,0,F,property crime,0,2951
48.0,0,0,0,F,property crime,0,2951
76.0,0,0,0,F,public order crime,0,2951
23.0,4,16.0,0,M,violent crime,1,2322
68,6.0,18.0,0,M,violent crime,1,2322
68,4,4.0,0,F,violent crime,1,2322
67.0,7,0,0,F,arrested but not charged,0,5771
54.0,7,0,4.0,F,weapons-related crime,0,5771
67.0,7,0,7.0,F,weapons-related crime,0,5771
32,19.0,9.0,0,M,violent crime,1,2333
32,7.0,0,0,M,violent crime,1,2333
32,15.0,12.0,0,M,violent crime,1,2333
67.0,4,0,7.0,F,property crime,0,2868
42,4,0,0,F,weapons-related crime,0,2868
67.0,4,0,0,F,property crime,0,2868
34,13.0,0,0,F,arrested but not charged,1,1353
34,20.0,0,0,M,arrested but not charged,1,1353
34,16.0,0,0,M,violent crime,1,1353
33,0.0,0,0,F,violent crime,0,1767
64.0,6,0,0,M,violent crime,0,1767
75.0,6,0,2.0,M,violent crime,0,1767
37,9.0,0,0,M,violent crime,1,2148
37,22.0,12.0,0,M,violent crime,1,2148
37,9.0,0,0,F,violent crime,1,2148
29,15.0,0,0,F,violent crime,1,4146
20.0,0,0,7.0,F,violent crime,1,4146
29,14.0,14.0,0,F,violent crime,1,4146
26,21.0,0,0,M,drug crime,1,1824
22.0,0,0,0,M,fraud and financial crime,1,1824
26,19.0,9.0,0,M,violent crime,1,1824
54.0,27.0,0,0,F,obstruction of justice,0,6622
55.0,4,0,0,F,obstruction of justice,0,6622
70.0,4,14.0,0,F,obstruction of justice,0,6622
40.0,3,0,0,M,arrested but not charged,0,2342
45.0,3,0,0,M,weapons-related crime,0,2342
72.0,3,16.0,0,M,violent crime,0,2342
22,10.0,0,13.0,F,violent crime,1,170
22,0,20.0,5.0,F,violent crime,1,170
22,28.0,0,0,F,property crime,1,170
75.0,3,1,0,F,drug crime,0,5415
71.0,9.0,1,0,F,drug crime,0,5415
51.0,3,1,0,F,drug crime,0,5415
39,6,0,4.0,M,violent crime,0,298
39,0.0,14.0,0,F,violent crime,0,298
39,6,0,10.0,M,violent crime,0,298
64,27.0,0,0,F,public order crime,0,3732
64,20,0,10.0,F,violent crime,0,3732
72.0,28.0,0,0,F,public order crime,0,3732
61,5.0,0,0,F,property crime,0,4469
72.0,28.0,0,0,F,property crime,0,4469
77.0,15,0,0,M,property crime,0,4469
28,4,0,12.0,F,fraud and financial crime,0,956
48.0,4,0,0,F,weapons-related crime,0,956
72.0,4,16.0,0,F,arrested but not charged,0,956
40,30.0,0,13.0,M,violent crime,1,2409
19.0,0,0,0,M,violent crime,1,2409
40,21.0,0,0,M,violent crime,1,2409
55.0,5,0,4.0,F,property crime,0,2939
66.0,5,0,4.0,F,property crime,0,2939
67.0,5,0,0,F,arrested but not charged,0,2939
51,4,8.0,0,M,violent crime,1,2717
51,37.0,0,5.0,M,violent crime,1,2717
51,16.0,0,0,M,drug crime,1,2717
37,4,5.0,0,M,arrested but not charged,0,3000
67.0,4,0,0,M,property crime,0,3000
75.0,4,0,0,M,property crime,0,3000
64.0,2,0,0,F,drug crime,0,6027
31,0.0,0,0,M,drug crime,0,6027
40.0,2,0,0,F,property crime,0,6027
59.0,0,0,0,F,property crime,0,4697
48.0,0,0,0,F,property crime,0,4697
76.0,0,0,0,F,public order crime,0,4697
92.0,14.0,0,0,F,property crime,1,4672
19.0,2,0,11.0,F,property crime,1,4672
57.0,36.0,0,0,F,property crime,1,4672
69.0,3,0,0,F,property crime,0,4592
53.0,3,0,0,F,drug crime,0,4592
50.0,3,0,0,F,property crime,0,4592
88.0,2,0,11.0,F,arrested but not charged,1,963
90.0,2,0,0,M,arrested but not charged,1,963
41,24.0,0,2.0,F,arrested but not charged,1,963
19.0,0,0,0,M,violent crime,1,2105
44,14.0,0,0,M,violent crime,1,2105
44,21.0,0,0,M,violent crime,1,2105
76.0,3.0,0,0,F,drug crime,0,6402
67.0,2,0,6.0,F,drug crime,0,6402
25,2,0,4.0,F,obstruction of justice,0,6402
92.0,14.0,0,0,F,property crime,1,4657
19.0,2,0,11.0,F,property crime,1,4657
57.0,36.0,0,0,F,property crime,1,4657
92.0,0,0,2.0,F,weapons-related crime,0,5793
75.0,0,0,0,F,weapons-related crime,0,5793
57.0,0,0,0,F,weapons-related crime,0,5793
26,21.0,0,0,M,drug crime,1,2210
22.0,0,0,0,M,fraud and financial crime,1,2210
26,19.0,9.0,0,M,violent crime,1,2210
56.0,5,0,0,F,drug crime,0,5896
74.0,5,0,0,F,drug crime,0,5896
29,1.0,0,0,F,obstruction of justice,0,5896
48,11.0,0,11.0,F,property crime,1,4663
48,30.0,0,0,F,property crime,1,4663
48,31.0,0,5.0,F,property crime,1,4663
66.0,3,0,4.0,F,arrested but not charged,0,559
71.0,3,2.0,0,F,arrested but not charged,0,559
66.0,3,0,10.0,F,arrested but not charged,0,559
34,1,18.0,0,F,arrested but not charged,1,1064
34,8.0,0,0,F,violent crime,1,1064
29.0,22.0,0,0,F,arrested but not charged,1,1064
44,6,0,13.0,F,obstruction of justice,0,6403
44,6,0,4.0,F,weapons-related crime,0,6403
44,6,0,11.0,F,public order crime,0,6403
50,32.0,0,0,F,public order crime,1,5802
89.0,13.0,0,0,F,public order crime,1,5802
50,6.0,0,0,F,drug crime,1,5802
61.0,2,0,6.0,F,drug crime,0,5517
74.0,2,0,2,F,drug crime,0,5517
43.0,2,0,4.0,F,drug crime,0,5517
71.0,11.0,0,0,F,property crime,0,4793
60.0,1,0,0,F,arrested but not charged,0,4793
41.0,1,0,0,F,fraud and financial crime,0,4793
66.0,2,0,10.0,F,property crime,0,3073
60.0,2,0,0,F,property crime,0,3073
30,2,0,12.0,M,property crime,0,3073
31,38.0,0,0,F,drug crime,1,5417
31,25.0,0,0,F,drug crime,1,5417
31,12.0,8.0,0,F,drug crime,1,5417
72.0,0,0,0,F,property crime,0,4837
30.0,0,0,0,F,arrested but not charged,0,4837
39.0,0,0,11.0,F,property crime,0,4837
36.0,1,0,1,F,weapons-related crime,0,3118
72.0,28.0,0,1,F,weapons-related crime,0,3118
76.0,3.0,0,1,F,weapons-related crime,0,3118
34.0,0,0,0,F,drug crime,0,3319
48.0,0,0,0,F,drug crime,0,3319
68.0,0,0,0,M,drug crime,0,3319
67.0,0,0,0,M,violent crime,0,237
42.0,0,0,0,M,violent crime,0,237
82.0,0,0,0,M,obstruction of justice,0,237
86.0,2,0,0,F,violent crime,1,21
53.0,2,7.0,0,F,violent crime,1,21
48.0,16.0,0,0,F,violent crime,1,21
73.0,0,0,0,F,violent crime,0,2791
49.0,0,0,0,F,weapons-related crime,0,2791
67.0,0,0,0,F,violent crime,0,2791
36,26.0,0,0,F,drug crime,1,6195
36,5.0,7.0,0,F,drug crime,1,6195
94.0,1,0,9.0,F,drug crime,1,6195
64.0,3,0,0,F,property crime,0,4914
59.0,3,0,0,M,property crime,0,4914
71.0,3,2.0,0,F,property crime,0,4914
67.0,2,1,0,F,arrested but not charged,0,6176
74.0,2,1,0,F,drug crime,0,6176
57.0,2,1,11.0,F,drug crime,0,6176
41.0,1,0,0,F,arrested but not charged,0,1008
55.0,1,0,0,F,arrested but not charged,0,1008
70.0,1,0,0,F,arrested but not charged,0,1008
30,26.0,10.0,0,F,fraud and financial crime,1,7058
30,1,6.0,0,F,fraud and financial crime,1,7058
30,8.0,0,12.0,F,fraud and financial crime,1,7058
29.0,2,0,0,M,violent crime,1,1875
59.0,2,18.0,0,M,violent crime,1,1875
33,28.0,0,0,M,fraud and financial crime,1,1875
65.0,1,0,1,F,drug crime,0,5395
48.0,1,0,1,F,weapons-related crime,0,5395
74.0,19.0,0,1,F,drug crime,0,5395
61.0,6,0,1,F,drug crime,0,6367
55.0,6,0,4.0,F,drug crime,0,6367
36,6,0,11.0,F,arrested but not charged,0,6367
40.0,3,0,0,M,arrested but not charged,0,1772
45.0,3,0,0,M,weapons-related crime,0,1772
72.0,3,16.0,0,M,violent crime,0,1772
32,22.0,0,0,F,arrested but not charged,1,436
32,15.0,5.0,0,F,arrested but not charged,1,436
20.0,1,0,7.0,F,arrested but not charged,1,436
59.0,0,0,0,F,property crime,0,6714
48.0,0,0,0,F,property crime,0,6714
76.0,0,0,0,F,public order crime,0,6714
76.0,4,0,0,M,violent crime,0,2261
50.0,4,0,4.0,M,violent crime,0,2261
58.0,4,0,0,M,violent crime,0,2261
25,0,13.0,0,F,public order crime,1,3176
25,19.0,11.0,0,F,fraud and financial crime,1,3176
25,24.0,0,2.0,F,fraud and financial crime,1,3176
54.0,5,0,4.0,F,violent crime,0,36
50.0,5,0,0,F,violent crime,0,36
41.0,5,0,0,F,violent crime,0,36
64.0,10.0,0,0,F,arrested but not charged,0,867
51,8.0,0,12.0,F,arrested but not charged,0,867
51,5.0,17.0,0,F,arrested but not charged,0,867
48,1,9.0,2.0,M,violent crime,1,2127
48,16.0,0,0,M,drug crime,1,2127
81.0,1,0,0,M,property crime,1,2127
45,5,0,10.0,F,fraud and financial crime,0,6484
63.0,5,0,0,F,drug crime,0,6484
49.0,5,0,3.0,F,drug crime,0,6484
45,1,20.0,2.0,F,violent crime,1,71
45,21.0,0,0,F,drug crime,1,71
45,5.0,7.0,0,F,violent crime,1,71
57.0,8,0,11.0,F,arrested but not charged,0,367
53,15.0,0,0,F,arrested but not charged,0,367
53,8,4.0,12.0,F,arrested but not charged,0,367
30,15.0,0,1.0,M,public order crime,1,3500
30,16.0,0,12.0,M,public order crime,1,3500
30,34.0,0,8.0,M,public order crime,1,3500
23.0,0,16.0,0,M,public order crime,1,3857
67.0,18.0,0,0,M,public order crime,1,3857
48.0,16.0,0,0,M,public order crime,1,3857
52,32.0,0,0,F,fraud and financial crime,1,7030
52,19.0,0,0,F,property crime,1,7030
52,26.0,0,0,F,property crime,1,7030
66.0,2,0,10.0,M,violent crime,0,2232
58.0,2,0,0,F,violent crime,0,2232
75.0,2,0,2.0,M,violent crime,0,2232
76.0,13,1,1,F,drug crime,0,5543
72.0,13,1,1,F,drug crime,0,5543
71.0,13,1,2.0,F,drug crime,0,5543
71.0,6,0,2.0,F,drug crime,0,5508
74.0,19.0,0,0,F,drug crime,0,5508
61.0,6,0,0,F,drug crime,0,5508
22,38.0,6.0,0,F,property crime,1,2926
22,33.0,0,0,F,obstruction of justice,1,2926
22,13.0,0,11.0,F,property crime,1,2926
62,32.0,0,0,F,violent crime,1,6785
62,2,11.0,0,F,obstruction of justice,1,6785
62,13.0,0,7.0,F,drug crime,1,6785
36,1,18.0,0,M,violent crime,1,2698
36,33.0,0,11.0,M,violent crime,1,2698
36,1,17.0,0,M,fraud and financial crime,1,2698
25,1,11.0,0,F,obstruction of justice,1,6124
18.0,1,0,0,F,drug crime,1,6124
25,1,5.0,0,F,weapons-related crime,1,6124
41,1,19.0,0,F,drug crime,1,3341
88.0,1,1.0,0,F,drug crime,1,3341
41,28.0,8.0,0,F,drug crime,1,3341
29,2.0,0,0,M,arrested but not charged,0,5253
76.0,11,0,0,M,public order crime,0,5253
29,2.0,0,0,M,public order crime,0,5253
55,26.0,0,0,F,violent crime,1,5374
23.0,25.0,0,0,F,drug crime,1,5374
82.0,1,0,2.0,F,drug crime,1,5374
58.0,0,0,0,M,property crime,0,4618
34.0,0,0,0,M,property crime,0,4618
55.0,0,0,4.0,M,property crime,0,4618
51,38.0,6.0,0,M,violent crime,1,2004
51,15.0,0,0,M,violent crime,1,2004
51,16.0,0,0,M,violent crime,1,2004
71.0,6,0,2.0,F,drug crime,0,5553
76.0,6,0,0,F,public order crime,0,5553
58.0,2.0,0,0,F,drug crime,0,5553
26,19.0,0,0,F,public order crime,1,3479
26,29.0,0,0,M,drug crime,1,3479
83.0,7.0,0,0,M,public order crime,1,3479
51,30.0,0,0,F,drug crime,1,5938
89.0,13.0,0,0,F,drug crime,1,5938
51,26.0,0,0,F,property crime,1,5938
24,31.0,0,12.0,F,arrested but not charged,1,1241
24,0,6.0,0,F,fraud and financial crime,1,1241
24,29.0,0,0,F,drug crime,1,1241
24,19.0,11.0,0,F,drug crime,1,5407
24,1,0,0,F,fraud and financial crime,1,5407
40.0,1,8.0,0,F,drug crime,1,5407
38.0,15.0,0,0,F,fraud and financial crime,1,4516
65,15.0,0,0,F,fraud and financial crime,1,4516
65,16.0,0,0,F,fraud and financial crime,1,4516
35,1,18.0,0,M,violent crime,1,1671
35,33.0,0,11.0,M,violent crime,1,1671
35,1,17.0,0,M,fraud and financial crime,1,1671
41,38.0,0,0,M,property crime,1,4625
93.0,1,15.0,0,F,property crime,1,4625
41,1,16.0,1.0,F,property crime,1,4625
32,5.0,0,10.0,F,arrested but not charged,0,1194
61.0,7,0,3,M,arrested but not charged,0,1194
69.0,7,0,2.0,F,arrested but not charged,0,1194
39,10,0,10.0,F,arrested but not charged,0,4887
76.0,10,0,0,F,public order crime,0,4887
39,2.0,0,0,F,arrested but not charged,0,4887
36,38.0,0,0,F,obstruction of justice,1,5079
36,12.0,0,0,F,obstruction of justice,1,5079
36,21.0,0,0,F,obstruction of justice,1,5079
24,19.0,11.0,0,F,drug crime,1,6288
24,1,0,0,F,fraud and financial crime,1,6288
40.0,1,8.0,0,F,drug crime,1,6288
29,2,20.0,5.0,F,arrested but not charged,1,1215
91.0,2,0,0,F,arrested but not charged,1,1215
27.0,2,0,8.0,F,arrested but not charged,1,1215
32,19.0,9.0,0,M,violent crime,1,2594
32,7.0,0,0,M,violent crime,1,2594
32,15.0,12.0,0,M,violent crime,1,2594
46.0,3,12.0,0,F,arrested but not charged,1,490
49,15.0,0,0,F,arrested but not charged,1,490
49,31.0,9.0,0,F,arrested but not charged,1,490
27,0.0,1,1,F,public order crime,0,3651
75.0,15,1,1,F,public order crime,0,3651
50.0,15,1,1,M,public order crime,0,3651
61,31.0,0,5.0,F,arrested but not charged,1,1179
47.0,34.0,0,0,F,arrested but not charged,1,1179
61,26.0,8.0,0,F,arrested but not charged,1,1179
54,23.0,0,0,M,property crime,1,2718
54,26.0,10.0,0,M,violent crime,1,2718
54,5.0,9.0,0,M,violent crime,1,2718
60,34.0,0,0,F,property crime,1,6224
90.0,2,0,0,M,drug crime,1,6224
80.0,2,0,10.0,F,drug crime,1,6224
19.0,0,0,0,M,violent crime,1,2582
46,14.0,0,0,M,violent crime,1,2582
46,21.0,0,0,M,violent crime,1,2582
67.0,0,0,0,F,violent crime,0,3151
42.0,0,0,0,F,violent crime,0,3151
62.0,0,0,0,F,violent crime,0,3151
40.0,6,0,0,F,arrested but not charged,0,7048
39.0,6,0,11.0,F,fraud and financial crime,0,7048
75.0,6,1.0,0,F,fraud and financial crime,0,7048
39,11.0,0,11.0,F,property crime,1,4607
39,30.0,0,0,F,property crime,1,4607
39,31.0,0,5.0,F,property crime,1,4607
46,11.0,0,11.0,F,property crime,1,4595
46,30.0,0,0,F,property crime,1,4595
46,31.0,0,5.0,F,property crime,1,4595
76.0,4,0,0,M,violent crime,0,1769
50.0,4,0,4.0,M,violent crime,0,1769
58.0,4,0,0,M,violent crime,0,1769
25.0,2,0,2.0,F,public order crime,1,4094
45,29.0,0,0,F,drug crime,1,4094
45,26.0,0,0,F,public order crime,1,4094
76.0,3.0,0,3,M,obstruction of justice,0,6658
31,2.0,0,3,M,arrested but not charged,0,6658
61.0,25,1.0,3,M,obstruction of justice,0,6658
30,8.0,0,12.0,M,violent crime,1,2125
30,1,19.0,0,M,violent crime,1,2125
30,17.0,0,0,M,property crime,1,2125
58.0,3,0,0,M,fraud and financial crime,0,5282
68.0,3,0,0,M,property crime,0,5282
65.0,3,0,0,M,drug crime,0,5282
26,26.0,0,0,M,public order crime,1,5226
26,14.0,0,0,M,obstruction of justice,1,5226
26,0,6.0,0,M,fraud and financial crime,1,5226
25,0,18.0,0,M,drug crime,1,6440
25,24.0,0,0,F,drug crime,1,6440
25,30.0,0,13.0,F,drug crime,1,6440
60,9,12.0,0,M,arrested but not charged,1,462
60,14.0,0,0,M,arrested but not charged,1,462
60,22.0,0,0,F,violent crime,1,462
19.0,1,0,11.0,F,property crime,1,5038
36,29.0,0,0,F,obstruction of justice,1,5038
