session_id,response_id,treatment,defendant_id,defendant_race,defendant_age,defendant_sex,defendant_priors,defendant_juv_fel_count,defendant_juv_misd_count,defendant_charge_degree,defendant_offense_type,task_order,ra_score,participant_score,participant_gender,participant_age,participant_degree,participant_ethnicity,participant_politics,actual_outcome,influence,deviation,task_sub_time
3ZSANO2JCF7PL44YLBA04WY24AGFS2,6a7dbdeb-946f-4d4a-97b3-b1e9557d0309,2,6350,Caucasian,50,female,3,0,0,F,drug crime,17,5,9,male,2,8,Caucasian,Democrat,1,-3.727272727,4,49:48.9
3ZSANO2JCF7PL44YLBA04WY24AGFS2,db67c98f-4c88-411e-b068-678197a38afc,2,2064,African-American,24,male,1,0,0,M,violent crime,18,4,7,male,2,8,Caucasian,Democrat,1,-2.75,3,50:01.6
3ZSANO2JCF7PL44YLBA04WY24AGFS2,96dba272-173c-4b33-a19f-3d1ef83105e4,2,3703,Caucasian,37,male,11,0,0,F,public order crime,19,7,8,male,2,8,Caucasian,Democrat,1,,1,50:14.8
3ZSANO2JCF7PL44YLBA04WY24AGFS2,26baa79d-e96f-4031-b277-5c81061b04ca,2,2403,African-American,28,male,4,0,0,M,violent crime,20,7,6,male,2,8,Caucasian,Democrat,1,,-1,50:50.1
3ZSANO2JCF7PL44YLBA04WY24AGFS2,4396a385-ed00-44ae-834a-caa128b90227,2,4775,African-American,26,male,0,0,0,F,property crime,21,3,6,male,2,8,Caucasian,Democrat,0,-4,3,51:34.8
3ZSANO2JCF7PL44YLBA04WY24AGFS2,dad261f7-282b-4eaf-a689-d881334fca6c,2,6188,African-American,23,male,6,0,0,F,drug crime,22,8,6,male,2,8,Caucasian,Democrat,1,0.157894737,-2,51:52.1
3ZSANO2JCF7PL44YLBA04WY24AGFS2,a130d244-e4b6-4d66-b933-82e30bbc3220,2,2594,African-American,32,female,0,0,0,M,violent crime,23,2,6,male,2,8,Caucasian,Democrat,1,-2.333333333,4,52:05.3
3ZSANO2JCF7PL44YLBA04WY24AGFS2,608e3c80-a9ad-4b98-84b6-cdf70c2d9b86,2,1709,African-American,28,male,10,0,0,M,violent crime,24,8,8,male,2,8,Caucasian,Democrat,1,1,0,52:27.6
3ZSANO2JCF7PL44YLBA04WY24AGFS2,03c732cc-8580-4949-86da-1b06b4a4e70c,2,253,Caucasian,42,male,0,0,0,F,violent crime,25,2,6,male,2,8,Caucasian,Democrat,0,-5,4,52:51.5
3ZSANO2JCF7PL44YLBA04WY24AGFS2,3a926266-4210-4860-8356-668652a546bd,2,2444,Caucasian,31,female,0,0,0,M,violent crime,26,2,6,male,2,8,Caucasian,Democrat,0,,4,53:07.5
3ZSANO2JCF7PL44YLBA04WY24AGFS2,0bc21812-03d6-4133-b38e-35bbc305b492,2,3232,Caucasian,22,male,6,0,0,F,property crime,27,8,9,male,2,8,Caucasian,Democrat,1,,1,53:24.4
3ZSANO2JCF7PL44YLBA04WY24AGFS2,0211fcba-97f8-43e9-be8b-a645db663dd8,2,6010,African-American,21,male,2,0,0,F,drug crime,28,8,7,male,2,8,Caucasian,Democrat,1,0.444444444,-1,53:37.2
3ZSANO2JCF7PL44YLBA04WY24AGFS2,16a99a25-ae06-4b9b-b987-e8d4b7cf6dbb,2,4492,African-American,29,male,16,0,0,F,obstruction of justice,29,9,7,male,2,8,Caucasian,Democrat,1,-0.75,-2,54:38.6
3ZSANO2JCF7PL44YLBA04WY24AGFS2,54255e37-4181-416d-9234-cae602cebdd0,2,4618,Caucasian,21,male,0,0,0,M,property crime,30,5,9,male,2,8,Caucasian,Democrat,1,5,4,54:51.7
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,cd335801-ee16-4cc1-a09a-b470b87c12c9,1,6350,Caucasian,50,female,3,0,0,F,drug crime,1,5,7,male,2,8,Caucasian,Democrat,1,-1.363636364,2,59:05.6
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,471ce474-1adf-4e51-bf7e-e52dc1c3d582,1,6183,African-American,47,male,19,0,0,F,drug crime,2,8,8,male,2,8,Caucasian,Democrat,1,1,0,59:11.8
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,b6c55eaf-5f36-4c53-a6f8-7f11eb32746a,1,2817,Caucasian,25,male,7,0,0,F,property crime,3,8,8,male,2,8,Caucasian,Democrat,1,1,0,59:26.3
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,23fc3f5a-2ac4-4aa5-87b5-bc6878debb12,1,6959,African-American,24,male,2,0,0,F,public order crime,4,6,6,male,2,8,Caucasian,Democrat,1,1,0,59:32.6
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,d6f58762-6c95-4f7c-b4e5-da8e4571ecf3,1,4521,African-American,20,male,0,0,0,F,property crime,5,6,6,male,2,8,Caucasian,Democrat,1,1,0,59:39.7
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,7f352542-609e-47a6-8dd1-db5c4892ea38,1,3992,Caucasian,60,male,2,0,0,M,public order crime,6,3,3,male,2,8,Caucasian,Democrat,0,1,0,59:44.4
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,26e4e43d-9bd2-47b9-8243-b7106eea2311,1,2444,Caucasian,31,female,0,0,0,M,violent crime,7,2,2,male,2,8,Caucasian,Democrat,0,,0,59:55.9
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,33858e3b-7f18-42e7-b370-0253c42928ba,1,469,Caucasian,22,male,1,0,1,F,arrested but not charged,8,6,6,male,2,8,Caucasian,Democrat,1,1,0,00:02.9
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,375e72c1-f4b8-4023-b793-e8f53a9359f9,1,6607,Caucasian,32,male,5,0,0,F,obstruction of justice,9,7,7,male,2,8,Caucasian,Democrat,1,1,0,00:08.3
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,53f9cd1d-c439-4f4b-a893-0084ed1fa7f5,1,1452,African-American,25,male,11,0,0,M,arrested but not charged,10,7,7,male,2,8,Caucasian,Democrat,1,1,0,00:12.7
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,dd34bc7d-436e-4994-b657-f9fcda097485,1,5921,Caucasian,26,male,3,0,0,F,drug crime,11,7,7,male,2,8,Caucasian,Democrat,1,,0,00:18.0
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,1f998441-ad2f-4a5f-a606-dd2fbc3484d9,1,3468,African-American,37,male,2,0,0,M,public order crime,12,3,3,male,2,8,Caucasian,Democrat,0,,0,00:22.9
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,0e73eaaf-ed18-4456-b679-1f347ac31a51,1,1930,Caucasian,37,male,1,0,0,M,violent crime,13,3,3,male,2,8,Caucasian,Democrat,1,1,0,00:28.7
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,3d8fc763-533e-4b73-93e5-f137628e46b6,1,4084,African-American,24,male,1,0,0,F,violent crime,14,5,5,male,2,8,Caucasian,Democrat,0,1,0,00:33.3
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,f73962ab-aded-46ec-a6eb-739841a4a0e0,1,5859,African-American,42,female,1,0,0,F,drug crime,15,4,4,male,2,8,Caucasian,Democrat,0,,0,00:38.1
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,61769ad3-2e1e-4ce9-b5cc-80d28bc91a89,1,1129,African-American,21,male,8,0,2,F,arrested but not charged,16,9,9,male,2,8,Caucasian,Democrat,1,1,0,00:43.0
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,daef6c42-3424-428e-9bbb-a0e0794ff597,1,6031,Caucasian,42,female,0,0,0,F,drug crime,17,3,3,male,2,8,Caucasian,Democrat,1,,0,00:48.3
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,b1ad20e8-324f-41ef-811a-70ae4543de14,1,2064,African-American,24,male,1,0,0,M,violent crime,18,4,4,male,2,8,Caucasian,Democrat,1,1,0,00:53.0
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,5b44db58-41e6-4207-8f6a-5a2068c4e1c0,1,4095,African-American,23,male,5,0,0,F,public order crime,19,7,7,male,2,8,Caucasian,Democrat,1,1,0,00:57.9
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,bf56c369-089c-4a41-8920-ccbc82032f6c,1,4876,Caucasian,28,male,0,0,0,F,property crime,20,3,3,male,2,8,Caucasian,Democrat,0,1,0,01:03.7
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,e4e35016-ddaa-4a80-9361-7f077b81ceab,1,4285,African-American,41,male,6,2,0,F,violent crime,21,6,6,male,2,8,Caucasian,Democrat,1,1,0,01:08.4
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,777d968d-8e9d-4d8a-9de8-283b8dc66764,1,4397,Caucasian,63,male,2,0,0,F,public order crime,22,3,3,male,2,8,Caucasian,Democrat,0,1,0,01:12.1
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,624f44b9-29d3-4f70-94ad-3b422e12dd58,1,5462,Caucasian,26,male,0,0,0,F,fraud and financial crime,23,4,4,male,2,8,Caucasian,Democrat,0,1,0,01:16.9
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,331e9fd1-69ed-4e75-92c9-02a9eb36e878,1,6933,African-American,48,female,0,0,0,F,obstruction of justice,24,2,2,male,2,8,Caucasian,Democrat,1,1,0,02:00.9
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,ec8c6728-09a1-47bd-844a-5fe792017321,1,5597,African-American,25,male,15,0,3,F,drug crime,25,9,9,male,2,8,Caucasian,Democrat,1,1,0,02:26.5
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,4a4ee747-bec2-470a-8e27-eefcb25c2c95,1,253,Caucasian,42,male,0,0,0,F,violent crime,26,2,2,male,2,8,Caucasian,Democrat,0,1,0,02:31.1
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,7581315f-27ce-4511-8c4c-1ff9438554a6,1,670,African-American,40,male,1,0,0,F,arrested but not charged,27,2,2,male,2,8,Caucasian,Democrat,0,1,0,02:36.0
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,0356123c-a675-4366-a6cd-e3ebed8700f0,1,2637,African-American,35,male,0,0,0,M,violent crime,28,2,2,male,2,8,Caucasian,Democrat,1,1,0,02:41.2
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,8f2208cd-30f5-464f-a62e-897efe3bc892,1,4094,African-American,45,female,2,0,0,F,public order crime,29,3,3,male,2,8,Caucasian,Democrat,0,,0,02:47.4
30BUDKLTXDVW9O6RE4DMT33AEH8E5G,1ae6046b-2f7c-434e-81dd-f4065e9021e1,1,56,African-American,32,female,5,0,0,F,violent crime,30,6,6,male,2,8,Caucasian,Democrat,0,,0,02:53.2
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,5b028f69-dc26-4952-a64d-ffdd5972e901,4,4681,Caucasian,22,male,1,0,1,F,property crime,1,7,7,male,5,8,Caucasian,Democrat,1,1,0,41:55.7
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,f0b3333a-119f-4ff0-b2a0-dc1c546eda57,4,2041,African-American,43,male,8,0,0,M,violent crime,2,6,6,male,5,8,Caucasian,Democrat,0,,0,42:08.1
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,6d9cc8a1-a41c-4cee-bd21-f1f8feb001f7,4,3876,Caucasian,37,male,2,0,0,M,public order crime,3,3,3,male,5,8,Caucasian,Democrat,0,1,0,42:23.6
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,f9040b64-879a-4e59-a3f7-a570caa4dd88,4,5723,Caucasian,33,female,1,0,0,M,drug crime,4,4,2,male,5,8,Caucasian,Democrat,0,3.909090909,-2,42:33.6
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,59ef5d2e-c644-46cd-942a-efd76e60598a,4,6484,Caucasian,45,male,5,0,0,F,drug crime,5,5,6,male,5,8,Caucasian,Democrat,1,,1,42:47.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,b11c6fc0-0d81-4b4d-9180-5e97eb8aae59,4,5644,African-American,22,male,0,0,0,F,drug crime,6,5,2,male,5,8,Caucasian,Democrat,1,,-3,43:01.0
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,1333e350-81a3-43ee-9fed-08f63d71c69a,4,2951,African-American,21,male,0,0,0,F,property crime,7,5,3,male,5,8,Caucasian,Democrat,1,0.285714286,-2,43:09.3
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,fc3e7376-d5de-4c90-8245-8fd5e0ff4e07,4,2303,African-American,25,male,11,0,0,M,violent crime,8,8,8,male,5,8,Caucasian,Democrat,1,,0,43:17.1
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,1fb70203-31af-4427-a9b1-889812a45a55,4,2229,African-American,20,female,0,0,0,M,violent crime,9,7,3,male,5,8,Caucasian,Democrat,0,-1.588235294,-4,43:28.1
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,fc6b4f71-2ac7-482c-9902-804298fd3e2f,4,2426,African-American,28,male,8,0,0,M,violent crime,10,8,7,male,5,8,Caucasian,Democrat,1,0.25,-1,43:33.9
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,2bc70454-ef14-4fce-96a0-fde865d6d023,4,4172,African-American,31,male,1,0,0,F,violent crime,11,4,5,male,5,8,Caucasian,Democrat,0,-0.625,1,43:44.7
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,3ad0e11c-e094-4470-9e00-3e8b33b2f048,4,4778,Caucasian,28,male,0,0,0,F,property crime,12,3,3,male,5,8,Caucasian,Democrat,1,1,0,43:51.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,786ac800-0a34-47a2-a3f7-41d5b2568e44,4,1044,African-American,37,male,8,0,0,F,arrested but not charged,13,6,7,male,5,8,Caucasian,Democrat,0,,1,44:01.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,e5bc9377-02f1-413f-a546-3eca9128e483,4,1520,Caucasian,20,male,1,0,0,M,violent crime,14,8,6,male,5,8,Caucasian,Democrat,1,0.419354839,-2,44:11.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,4c611af4-de16-49d4-8cb4-37af90f919b0,4,5202,African-American,28,male,11,0,0,F,violent crime,15,8,8,male,5,8,Caucasian,Democrat,1,,0,44:18.1
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,a81b2f0a-8756-4624-9568-af0189827026,4,3818,Caucasian,69,male,0,0,0,F,public order crime,16,2,2,male,5,8,Caucasian,Democrat,0,1,0,44:25.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,8386139a-6a94-40ec-816b-9829eb2f48fb,4,3118,African-American,21,male,1,0,1,F,weapons-related crime,17,7,8,male,5,8,Caucasian,Democrat,0,2.166666667,1,44:32.0
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,43e5d4a0-777e-4cf4-8ba5-61feb8a89c32,4,6183,African-American,47,male,19,0,0,F,drug crime,18,8,8,male,5,8,Caucasian,Democrat,1,1,0,44:39.5
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,1dcf99d3-f5b4-4558-81fa-8218ec509dda,4,4867,Caucasian,27,male,5,0,0,F,property crime,19,8,7,male,5,8,Caucasian,Democrat,0,0.071428571,-1,44:47.7
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,c6d51314-037e-4bdf-9fa5-8125f8f5485a,4,2079,Caucasian,29,female,0,0,0,M,violent crime,20,2,2,male,5,8,Caucasian,Democrat,0,1,0,44:55.0
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,8d7e0d15-8343-4399-a3ea-1950939ecd98,4,2053,African-American,30,female,0,0,0,M,violent crime,21,2,2,male,5,8,Caucasian,Democrat,0,1,0,45:01.2
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,98e07187-697c-41d8-a8c4-a9a6674c3fe4,4,4503,African-American,22,male,1,0,0,F,obstruction of justice,22,7,4,male,5,8,Caucasian,Democrat,0,-0.588235294,-3,45:10.0
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,acfe018b-6590-43c6-8580-1225c9d3785f,4,6959,African-American,24,male,2,0,0,F,public order crime,23,6,4,male,5,8,Caucasian,Democrat,1,-2.5,-2,45:16.7
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,484870ad-7718-4af8-9405-1d19435aa8e4,4,3415,African-American,23,male,0,0,0,M,public order crime,24,3,2,male,5,8,Caucasian,Democrat,1,1.541666667,-1,45:22.9
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,c6863705-379d-4240-bce3-432b7f729ce6,4,5879,African-American,28,male,1,0,0,F,drug crime,25,4,4,male,5,8,Caucasian,Democrat,1,,0,45:31.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,ea3bf8c0-5b87-46aa-a0c3-85ef00977b67,4,7053,Caucasian,24,female,0,0,0,F,fraud and financial crime,26,4,3,male,5,8,Caucasian,Democrat,0,,-1,45:40.8
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,f4cde3ea-bde4-48ce-a8e4-9640ce5b3e47,4,1877,Caucasian,31,female,0,0,0,M,violent crime,27,2,2,male,5,8,Caucasian,Democrat,0,1,0,45:46.9
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,5e81566d-0935-4ecc-8493-4d9817cbbd3b,4,3018,African-American,22,male,0,0,0,F,property crime,28,5,3,male,5,8,Caucasian,Democrat,0,-0.157894737,-2,45:53.2
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,7352e2a5-5829-46d7-bb0b-508d2e0e011b,4,6759,African-American,29,male,0,0,0,F,fraud and financial crime,29,3,2,male,5,8,Caucasian,Democrat,0,2.5,-1,46:00.3
3HFNH7HEMHEJMOLG4RRDRHJDOJKQGD,ad9be33f-89c7-4027-ac9b-5d29449153bc,4,1736,Caucasian,32,male,2,0,0,M,violent crime,30,5,5,male,5,8,Caucasian,Democrat,1,,0,46:07.0
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,e02f8089-8ad2-4f85-8a12-dfc88d13c93e,1,1548,African-American,22,male,0,0,0,F,property crime,1,5,1,female,3,5,African-American,Independent,0,,-4,48:42.6
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,6fd5109b-9a65-4101-b40f-393ae04a9a46,1,3946,Caucasian,61,male,1,0,0,M,public order crime,2,2,1,female,3,5,African-American,Independent,0,1.466666667,-1,48:56.3
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,4688c87c-9ab7-441e-8485-65f794ac0007,1,2949,Caucasian,27,male,2,0,0,F,property crime,3,7,2,female,3,5,African-American,Independent,1,-1.631578947,-5,49:07.4
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,39669553-7fcf-4779-95b7-a36f7639510e,1,2024,African-American,33,female,3,0,0,M,violent crime,4,6,4,female,3,5,African-American,Independent,0,,-2,49:22.5
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,26cc01c6-540f-44ae-b82d-c56b07c00cd5,1,6320,African-American,30,male,0,0,0,F,drug crime,5,3,4,female,3,5,African-American,Independent,0,,1,49:31.8
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,e960659c-abee-48a9-9987-1673ed227654,1,5603,African-American,28,male,3,0,0,F,drug crime,6,7,4,female,3,5,African-American,Independent,0,,-3,49:41.5
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,44bfabee-4c7e-4ded-9702-2362ddf26a3f,1,2637,African-American,35,male,0,0,0,M,violent crime,7,2,2,female,3,5,African-American,Independent,1,1,0,49:52.5
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,927c398d-5897-4ece-a7af-6e7e7c7eeb1a,1,3062,African-American,27,male,0,0,0,F,property crime,8,3,1,female,3,5,African-American,Independent,0,-1,-2,50:00.9
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,5ca9148d-a9cc-4de9-b088-590596c4e034,1,5374,African-American,55,female,1,0,0,F,drug crime,9,3,4,female,3,5,African-American,Independent,0,5.55E-16,1,50:09.2
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,a291c350-36f8-4632-841f-ffac90061a48,1,5315,African-American,22,female,3,0,1,M,property crime,10,8,3,female,3,5,African-American,Independent,0,-1,-5,50:19.4
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,34c37d9c-949d-4b99-8e87-bb6cbc62272a,1,6337,Caucasian,58,male,7,0,0,F,drug crime,11,7,8,female,3,5,African-American,Independent,1,2.214285714,1,50:29.4
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,408db44c-3187-48ba-809c-8e1edc1d33ea,1,4397,Caucasian,63,male,2,0,0,F,public order crime,12,3,3,female,3,5,African-American,Independent,0,1,0,50:38.5
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,0f01744d-59ef-4903-a26d-071badc7f6ce,1,4503,African-American,22,male,1,0,0,F,obstruction of justice,13,7,4,female,3,5,African-American,Independent,0,-0.588235294,-3,50:46.0
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,601632bb-c7b8-4f9c-a102-f70557c8b620,1,2056,African-American,29,male,2,0,1,M,violent crime,14,5,5,female,3,5,African-American,Independent,1,,0,50:53.6
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,6e4e035f-c1a5-4f2c-9843-fbb2bb110eb2,1,2004,Caucasian,51,male,0,0,0,M,violent crime,15,2,3,female,3,5,African-American,Independent,0,-0.428571429,1,51:00.9
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,5c84beed-1838-4d19-9a8b-05e61f7f6582,1,6816,Caucasian,37,male,0,0,0,M,public order crime,16,2,1,female,3,5,African-American,Independent,1,,-1,51:09.3
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,8b5869cb-a671-49e7-96ba-b4811f9e1d6c,1,3107,African-American,30,male,3,0,0,F,weapons-related crime,17,7,6,female,3,5,African-American,Independent,1,,-1,51:20.1
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,42b55da3-77e6-4ef5-af20-b5296f4e006e,1,5051,Caucasian,49,male,0,0,0,F,property crime,18,2,1,female,3,5,African-American,Independent,0,2.25,-1,51:28.0
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,fc265b7a-3ac9-4958-a6f8-e043af82f81b,1,3115,African-American,23,male,2,0,0,F,weapons-related crime,19,7,4,female,3,5,African-American,Independent,1,-0.636363636,-3,51:36.2
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,b272b540-e0c7-4e02-881e-942ffe0d0efd,1,5930,Caucasian,24,male,1,0,0,F,drug crime,20,5,4,female,3,5,African-American,Independent,1,0.1,-1,51:50.9
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,7ba09f66-3057-4a74-92af-b9971772c388,1,6350,Caucasian,50,female,3,0,0,F,drug crime,21,5,6,female,3,5,African-American,Independent,1,-0.181818182,1,52:01.3
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,d700bd8b-6d66-4c4a-bd9f-28a2d674de0c,1,6355,African-American,48,male,5,0,0,F,drug crime,22,5,7,female,3,5,African-American,Independent,1,,2,52:09.2
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,9883f630-fcf7-47cb-bfbf-7bf1e7cc1984,1,4867,Caucasian,27,male,5,0,0,F,property crime,23,8,4,female,3,5,African-American,Independent,0,-2.714285714,-4,52:17.1
31LVTDXBL7AZKHEHSXDT9ZYQFWYLRO,f886000c-d2b8-4559-896f-88cac7ccd3c7,1,7006,African-American,28,female,6,0,0,M,public order crime,24,6,5,female,3,5,African-American,Independent,1,,-1,52:26.5
